S.No.,Name,Price,P/E,Cap,QtrSV,QtrPV,QoQS,QoQP,Prom.,DII,FII,ExpQV,Down%,PromC,IntCov,3M-RETURN,SYMBOL,SECTOR
1.,Mindspace Busine,390.55,49.79,23791.65,13.53,-38.00,5.64,-33.70,64.45,,,8.22,2.34,0.97,2.60,8.23,MINDSPACE,REITs
2.,PropsharePlatina,1003000.00,,337.11,,,270.56,227.27,5.03,,,,4.48,,28.21,-2.06,544295,REITs
3.,Brookfield India,296.00,112.48,17989.47,16.26,3800.00,2.68,235.70,26.45,,,39.79,8.75,-5.27,1.51,2.45,BIRET,REITs
4.,Embassy Off.REIT,385.00,22.49,36493.91,11.85,-185.70,6.31,-253.53,7.69,,,8.26,10.99,0.00,0.15,6.99,EMBASSY,REITs
5.,Nexus Select,132.37,41.54,20054.06,8.30,-21.93,-2.44,-3.76,22.30,,,27.07,15.15,0.00,2.71,-0.23,NXST,REITs
1.,Mindspace Busine,390.55,49.79,23791.65,13.53,-38.00,5.64,-33.70,64.45,,,8.22,2.34,0.97,2.60,8.23,MINDSPACE,REITs
2.,PropsharePlatina,1003000.00,,337.11,,,270.56,227.27,5.03,,,,4.48,,28.21,-2.06,544295,REITs
3.,Brookfield India,296.00,112.48,17989.47,16.26,3800.00,2.68,235.70,26.45,,,39.79,8.75,-5.27,1.51,2.45,BIRET,REITs
4.,Embassy Off.REIT,385.00,22.49,36493.91,11.85,-185.70,6.31,-253.53,7.69,,,8.26,10.99,0.00,0.15,6.99,EMBASSY,REITs
5.,Nexus Select,132.37,41.54,20054.06,8.30,-21.93,-2.44,-3.76,22.30,,,27.07,15.15,0.00,2.71,-0.23,NXST,REITs
1.,Mindspace Busine,390.55,49.79,23791.65,13.53,-38.00,5.64,-33.70,64.45,,,8.22,2.34,0.97,2.60,8.23,MINDSPACE,REITs
2.,PropsharePlatina,1003000.00,,337.11,,,270.56,227.27,5.03,,,,4.48,,28.21,-2.06,544295,REITs
3.,Brookfield India,296.00,112.48,17989.47,16.26,3800.00,2.68,235.70,26.45,,,39.79,8.75,-5.27,1.51,2.45,BIRET,REITs
4.,Embassy Off.REIT,385.00,22.49,36493.91,11.85,-185.70,6.31,-253.53,7.69,,,8.26,10.99,0.00,0.15,6.99,EMBASSY,REITs
5.,Nexus Select,132.37,41.54,20054.06,8.30,-21.93,-2.44,-3.76,22.30,,,27.07,15.15,0.00,2.71,-0.23,NXST,REITs
1.,Vaghani Techno,23.04,300.75,12.03,,-50.00,,,73.87,0.00,0.00,,0.00,0.00,,4.97,531676,Realty
2.,India Radiators,10.77,,0.97,0.00,-15.38,0.00,6.25,38.74,3.27,5.13,0.00,0.00,0.00,0.00,15.56,505100,Realty
3.,Arih.Found.Hsg.,998.95,30.98,995.51,60.03,23.15,7.70,5.78,36.99,1.84,0.00,187.39,0.00,-0.30,5.01,40.66,531381,Realty
4.,RDB Real Estate,105.09,10.39,181.63,6.32,-93.57,-55.79,-98.21,70.42,0.00,0.00,,0.00,0.00,1.24,306.43,544346,Realty
5.,Cityman,27.50,,32.18,,12.50,,22.22,71.81,0.02,0.00,,0.61,0.00,,0.36,521210,Realty
6.,Gaekwar Mills,13.65,,2.73,,-41.03,,-0.92,0.00,2.44,0.00,,1.02,0.00,,,502850,Realty
7.,Yogi Ltd,144.60,427.46,624.09,,1242.86,,1205.88,59.00,0.00,0.00,,1.97,-0.02,,48.17,511702,Realty
8.,Shraddha Prime,161.30,57.40,651.68,11.97,-12.44,16.41,25.82,75.00,0.00,0.00,278.42,4.27,0.00,1288.00,39.66,531771,Realty
9.,Coromandel Engg.,66.88,,222.27,-69.06,162.62,-32.80,509.09,73.33,0.00,0.00,-37.25,4.39,-1.22,2.02,36.91,533167,Realty
10.,Bhudevi Infra,304.10,59.39,139.55,84.57,158.82,,482.61,71.18,0.00,0.00,,9.53,0.00,,106.73,526488,Realty
11.,NESCO,975.30,17.57,6871.96,16.19,17.27,7.52,2.86,68.54,3.19,4.90,13.09,9.85,0.00,64.89,4.04,NESCO,Realty
12.,S V Global Mill,164.25,,297.01,6.16,-77.73,-3.73,2750.00,68.89,2.07,0.00,4.53,10.12,0.00,,39.41,535621,Realty
13.,Vas Infra.,9.23,,13.96,-100.00,99.57,,73.91,46.42,0.00,0.00,,11.08,-0.50,,9.62,531574,Realty
14.,Nimbus Projects,248.85,59.14,269.70,2700.00,-279.87,-3.45,-151.34,51.30,0.00,0.00,862.83,11.13,0.00,-3.12,18.64,511714,Realty
15.,Rodium Realty,180.30,14.04,58.56,51.31,200.66,22.84,135.38,70.42,0.00,0.00,45.12,11.60,0.00,6.71,-5.53,531822,Realty
16.,AGI Infra,854.70,34.66,2088.35,25.58,27.75,17.86,9.23,72.94,0.02,0.56,15.83,12.05,0.00,9.25,2.43,AGIIL,Realty
17.,Darjeeling Ropew,36.61,,11.16,,-2000.00,,-740.00,8.29,0.00,2.62,,12.81,0.00,,32.87,539770,Realty
18.,Tulive Developer,987.40,,212.72,,46.15,,24.32,72.10,0.00,0.00,,12.87,0.00,,27.47,505285,Realty
19.,Yash Innoventure,38.95,,26.17,,-173.91,,-53.66,37.40,0.00,0.00,,13.31,0.00,,29.25,523650,Realty
20.,Arunis Abode,242.40,,72.73,-100.00,46.67,,210.00,0.00,0.00,0.00,,13.41,-70.17,2.00,22.91,526935,Realty
21.,Arkade,164.50,19.45,3054.17,6.97,69.61,-41.48,-33.59,71.09,0.14,0.47,16.94,13.42,0.27,147.74,15.28,ARKADE,Realty
22.,Asia Pack,112.15,118.32,29.58,400.00,-150.00,0.00,-158.33,55.66,0.75,0.00,454.55,13.51,0.00,,24.39,530899,Realty
23.,Rainbow Foundat.,48.00,33.29,238.16,49.65,1611.11,2.83,2.67,41.48,0.00,0.00,77.23,14.02,0.00,1.24,5.46,531694,Realty
24.,Diamant Infra.,1.42,,5.00,,-33.33,,-33.33,18.32,0.00,0.25,,15.48,0.00,,40.59,508860,Realty
25.,Gothi Plascon,45.15,30.30,46.05,-2.52,43.75,9.43,16.95,73.39,0.00,0.00,-1.36,15.69,0.00,,13.35,531111,Realty
26.,GeeCee Vent.,402.05,13.83,840.77,328.13,112.30,101.03,55.46,67.71,0.00,0.03,644.93,15.80,0.00,102.96,3.06,GEECEE,Realty
27.,Macrotech Devel.,1386.25,50.05,138321.56,5.12,38.50,3.46,-2.33,71.94,2.36,24.64,38.46,15.98,-0.04,8.82,18.85,LODHA,Realty
28.,Parshwanath Corp,143.10,91.47,44.82,200.00,-100.00,71.43,-85.71,74.69,0.00,0.00,71.96,17.85,0.00,,4.77,511176,Realty
29.,Hampton Sky,29.28,33.68,802.92,-85.94,-132.86,60.85,-109.39,75.00,0.00,4.41,299.05,18.21,0.00,-0.74,13.84,526407,Realty
30.,Valor Estate,187.25,,10082.80,130.74,-99.04,316.82,107.13,47.37,0.38,4.68,502.05,18.25,0.00,0.54,41.73,DBREALTY,Realty
31.,Roselabs Finance,32.03,,32.03,-37.72,,,54.55,74.25,0.00,0.00,,18.46,0.00,,-7.80,531324,Realty
32.,EFC (I),291.75,26.42,2904.46,3.00,129.52,6.49,10.69,45.55,4.58,3.87,47.42,18.61,-0.02,3.84,15.79,512008,Realty
33.,RDB Infrastruc.,50.36,202.90,870.37,251.45,88.04,-25.55,1.76,70.42,0.00,0.29,133.40,19.66,0.00,1.76,-5.67,533285,Realty
34.,Capacit'e Infra.,365.30,15.33,3090.61,22.84,76.16,14.00,16.38,31.69,7.82,13.32,28.18,21.44,0.00,3.52,8.20,CAPACITE,Realty
35.,B-Right Real,353.00,278.39,364.69,116.23,-96.61,83.76,-98.93,71.92,0.00,0.80,,21.63,0.00,6.66,-4.25,543543,Realty
36.,Skyline Millars,24.76,,99.60,,250.00,,275.00,71.38,0.00,0.00,,21.65,0.00,,45.68,505650,Realty
37.,Elnet Technolog,353.85,8.05,141.54,-11.21,16.79,-11.05,9.49,52.85,0.00,0.00,-11.92,22.03,0.00,51.91,-10.34,517477,Realty
38.,Shantidoot Infra,271.00,27.85,48.73,54.91,130.77,-25.07,5.88,72.07,0.00,0.00,,22.42,0.00,,-11.15,543598,Realty
39.,DLF,713.20,47.05,176539.21,0.49,23.19,-22.60,-23.35,74.08,4.72,16.27,26.62,23.23,0.00,6.07,5.31,DLF,Realty
40.,Sam Industries,73.40,30.83,81.39,21.64,50.00,-38.46,4800.00,74.83,0.00,0.00,-3.43,23.54,0.00,0.66,20.60,532005,Realty
41.,Brigade Enterpr.,1104.00,39.65,26978.95,-14.21,19.76,-0.24,5.87,41.14,22.87,20.21,12.25,24.02,-0.23,3.87,4.75,BRIGADE,Realty
42.,Phoenix Mills,1545.95,56.61,55271.35,-22.18,-17.19,4.23,-1.43,47.26,12.59,36.14,-2.28,25.26,0.00,5.47,-0.92,PHOENIXLTD,Realty
43.,AMJ Land Holdin.,57.16,11.46,234.36,216.25,123.13,65.95,363.29,65.90,0.00,0.00,109.45,25.27,0.00,,16.68,AMJLAND,Realty
44.,Raymond,613.45,78.55,4083.96,109.67,-6.28,19.60,90.19,48.87,6.84,15.64,88.57,25.80,0.00,2.96,20.48,RAYMOND,Realty
45.,SignatureGlobal,1205.00,167.51,16931.54,-25.05,48.26,-37.12,109.78,69.63,5.16,10.36,279.77,26.84,0.00,6.61,0.62,SIGNATURE,Realty
46.,Emami Realty Ltd,114.20,,432.17,136.25,-15.48,853.67,-46.72,68.45,0.08,0.00,79.27,27.34,4.99,0.12,35.55,EMAMIREAL,Realty
47.,Victoria Mills,6997.00,,69.28,,1300.00,,183.17,56.16,0.12,0.00,,27.40,0.00,,23.01,503349,Realty
48.,Eldeco Housing,831.95,27.28,818.06,60.39,-28.94,3.83,27.94,54.83,0.29,0.82,48.70,27.66,0.00,8.51,8.43,ELDEHSG,Realty
49.,Marathon Nextgen,532.15,15.74,2725.04,-41.38,-4.49,-15.51,-0.83,73.63,2.43,2.28,-14.03,27.79,0.00,7.14,5.87,MARATHON,Realty
50.,Medi Caps,43.37,,54.09,-43.14,-1181.25,-51.51,-761.29,50.62,0.03,0.00,-3.08,28.90,0.19,,-3.70,523144,Realty
1.,Reliance Industr,1452.50,28.19,1965591.11,10.51,2.41,8.92,3.11,50.11,19.36,19.07,7.26,9.72,-0.02,5.73,19.47,RELIANCE,Refineries
2.,H P C L,406.25,12.85,86442.81,-4.40,26.06,-0.88,34.27,54.90,23.55,12.55,0.16,11.14,0.00,6.73,28.93,HINDPETRO,Refineries
3.,B P C L,319.20,10.19,138485.09,-4.57,-8.12,-1.71,15.39,52.98,22.23,14.58,-1.71,15.11,0.00,7.53,26.29,BPCL,Refineries
4.,I O C L,145.90,16.93,206028.81,-1.70,57.76,0.65,289.67,51.50,9.97,7.39,-2.35,21.55,0.00,5.61,23.67,IOC,Refineries
5.,Gandhar Oil Ref.,157.65,19.93,1543.05,-8.83,-59.15,7.51,12.57,64.63,1.79,0.18,-6.86,37.75,0.00,3.56,5.21,GANDHAR,Refineries
6.,M R P L,136.70,426.23,23958.04,-2.89,-67.60,12.46,19.83,88.58,1.32,1.31,6.83,46.09,0.00,3.41,22.76,MRPL,Refineries
7.,C P C L,643.35,44.73,9580.22,-2.66,-25.16,33.45,2161.45,67.29,2.24,10.58,-7.25,49.54,0.00,10.14,33.58,CHENNPETRO,Refineries
8.,Resgen,77.75,20.89,163.07,70.25,47.13,-15.52,-3.03,66.52,0.02,0.00,,57.48,0.47,14.97,-3.39,543805,Refineries
1.,Reliance Industr,1452.50,28.19,1965591.11,10.51,2.41,8.92,3.11,50.11,19.36,19.07,7.26,9.72,-0.02,5.73,19.47,RELIANCE,Refineries
2.,H P C L,406.25,12.85,86442.81,-4.40,26.06,-0.88,34.27,54.90,23.55,12.55,0.16,11.14,0.00,6.73,28.93,HINDPETRO,Refineries
3.,B P C L,319.20,10.19,138485.09,-4.57,-8.12,-1.71,15.39,52.98,22.23,14.58,-1.71,15.11,0.00,7.53,26.29,BPCL,Refineries
4.,I O C L,145.90,16.93,206028.81,-1.70,57.76,0.65,289.67,51.50,9.97,7.39,-2.35,21.55,0.00,5.61,23.67,IOC,Refineries
5.,Gandhar Oil Ref.,157.65,19.93,1543.05,-8.83,-59.15,7.51,12.57,64.63,1.79,0.18,-6.86,37.75,0.00,3.56,5.21,GANDHAR,Refineries
6.,M R P L,136.70,426.23,23958.04,-2.89,-67.60,12.46,19.83,88.58,1.32,1.31,6.83,46.09,0.00,3.41,22.76,MRPL,Refineries
7.,C P C L,643.35,44.73,9580.22,-2.66,-25.16,33.45,2161.45,67.29,2.24,10.58,-7.25,49.54,0.00,10.14,33.58,CHENNPETRO,Refineries
8.,Resgen,77.75,20.89,163.07,70.25,47.13,-15.52,-3.03,66.52,0.02,0.00,,57.48,0.47,14.97,-3.39,543805,Refineries
1.,Reliance Industr,1452.50,28.19,1965591.11,10.51,2.41,8.92,3.11,50.11,19.36,19.07,7.26,9.72,-0.02,5.73,19.47,RELIANCE,Refineries
2.,H P C L,406.25,12.85,86442.81,-4.40,26.06,-0.88,34.27,54.90,23.55,12.55,0.16,11.14,0.00,6.73,28.93,HINDPETRO,Refineries
3.,B P C L,319.20,10.19,138485.09,-4.57,-8.12,-1.71,15.39,52.98,22.23,14.58,-1.71,15.11,0.00,7.53,26.29,BPCL,Refineries
4.,I O C L,145.90,16.93,206028.81,-1.70,57.76,0.65,289.67,51.50,9.97,7.39,-2.35,21.55,0.00,5.61,23.67,IOC,Refineries
5.,Gandhar Oil Ref.,157.65,19.93,1543.05,-8.83,-59.15,7.51,12.57,64.63,1.79,0.18,-6.86,37.75,0.00,3.56,5.21,GANDHAR,Refineries
6.,M R P L,136.70,426.23,23958.04,-2.89,-67.60,12.46,19.83,88.58,1.32,1.31,6.83,46.09,0.00,3.41,22.76,MRPL,Refineries
7.,C P C L,643.35,44.73,9580.22,-2.66,-25.16,33.45,2161.45,67.29,2.24,10.58,-7.25,49.54,0.00,10.14,33.58,CHENNPETRO,Refineries
8.,Resgen,77.75,20.89,163.07,70.25,47.13,-15.52,-3.03,66.52,0.02,0.00,,57.48,0.47,14.97,-3.39,543805,Refineries
1.,Reliance Industr,1452.50,28.19,1965591.11,10.51,2.41,8.92,3.11,50.11,19.36,19.07,7.26,9.72,-0.02,5.73,19.47,RELIANCE,Refineries
2.,H P C L,406.25,12.85,86442.81,-4.40,26.06,-0.88,34.27,54.90,23.55,12.55,0.16,11.14,0.00,6.73,28.93,HINDPETRO,Refineries
3.,B P C L,319.20,10.19,138485.09,-4.57,-8.12,-1.71,15.39,52.98,22.23,14.58,-1.71,15.11,0.00,7.53,26.29,BPCL,Refineries
4.,I O C L,145.90,16.93,206028.81,-1.70,57.76,0.65,289.67,51.50,9.97,7.39,-2.35,21.55,0.00,5.61,23.67,IOC,Refineries
5.,Gandhar Oil Ref.,157.65,19.93,1543.05,-8.83,-59.15,7.51,12.57,64.63,1.79,0.18,-6.86,37.75,0.00,3.56,5.21,GANDHAR,Refineries
6.,M R P L,136.70,426.23,23958.04,-2.89,-67.60,12.46,19.83,88.58,1.32,1.31,6.83,46.09,0.00,3.41,22.76,MRPL,Refineries
7.,C P C L,643.35,44.73,9580.22,-2.66,-25.16,33.45,2161.45,67.29,2.24,10.58,-7.25,49.54,0.00,10.14,33.58,CHENNPETRO,Refineries
8.,Resgen,77.75,20.89,163.07,70.25,47.13,-15.52,-3.03,66.52,0.02,0.00,,57.48,0.47,14.97,-3.39,543805,Refineries
1.,Reliance Industr,1452.50,28.19,1965591.11,10.51,2.41,8.92,3.11,50.11,19.36,19.07,7.26,9.72,-0.02,5.73,19.47,RELIANCE,Refineries
2.,H P C L,406.25,12.85,86442.81,-4.40,26.06,-0.88,34.27,54.90,23.55,12.55,0.16,11.14,0.00,6.73,28.93,HINDPETRO,Refineries
3.,B P C L,319.20,10.19,138485.09,-4.57,-8.12,-1.71,15.39,52.98,22.23,14.58,-1.71,15.11,0.00,7.53,26.29,BPCL,Refineries
4.,I O C L,145.90,16.93,206028.81,-1.70,57.76,0.65,289.67,51.50,9.97,7.39,-2.35,21.55,0.00,5.61,23.67,IOC,Refineries
5.,Gandhar Oil Ref.,157.65,19.93,1543.05,-8.83,-59.15,7.51,12.57,64.63,1.79,0.18,-6.86,37.75,0.00,3.56,5.21,GANDHAR,Refineries
6.,M R P L,136.70,426.23,23958.04,-2.89,-67.60,12.46,19.83,88.58,1.32,1.31,6.83,46.09,0.00,3.41,22.76,MRPL,Refineries
7.,C P C L,643.35,44.73,9580.22,-2.66,-25.16,33.45,2161.45,67.29,2.24,10.58,-7.25,49.54,0.00,10.14,33.58,CHENNPETRO,Refineries
8.,Resgen,77.75,20.89,163.07,70.25,47.13,-15.52,-3.03,66.52,0.02,0.00,,57.48,0.47,14.97,-3.39,543805,Refineries
1.,Vesuvius India,5330.75,42.44,10821.43,6.37,-13.77,-5.19,-1.03,55.57,20.95,4.14,12.72,11.15,0.00,266.63,33.80,VESUVIUS,Refractories
2.,Raghav Product.,700.00,86.92,3213.83,31.46,28.07,-7.98,3.26,62.92,0.00,0.18,51.93,21.30,0.00,69.89,23.09,RPEL,Refractories
3.,Morganite Crucib,1495.00,30.57,837.20,11.65,17.69,0.79,-12.00,75.00,1.02,0.18,6.61,23.88,0.00,218.40,13.18,523160,Refractories
4.,Nilachal Refract,43.50,,88.56,61.11,-100.00,107.14,27.27,70.61,0.07,0.00,30.76,36.36,0.00,-4.33,-4.98,502294,Refractories
5.,RHI Magnesita,464.70,46.32,9596.12,9.51,20.72,16.56,3.55,56.07,12.97,4.99,0.49,38.50,0.00,6.01,10.03,RHIM,Refractories
6.,IFGL Refractori.,460.05,35.19,1658.01,3.46,-243.42,-7.85,-118.05,72.43,13.62,0.12,-0.53,39.08,0.00,0.44,26.54,IFGLEXPOR,Refractories
7.,Orient Ceratech,37.01,41.19,442.79,-1.24,-51.57,5.39,-8.11,63.58,0.00,13.23,5.58,39.33,0.00,2.15,-9.96,ORIENTCER,Refractories
8.,Raasi Refractor,25.00,,11.78,-71.65,-14.57,-81.08,-461.90,50.74,0.04,0.00,55.30,44.20,0.00,-3.56,1.30,502271,Refractories
9.,Associated Cera.,200.35,42.10,60.21,-29.75,-5.71,-24.41,633.33,55.34,0.00,0.00,-4.86,45.05,0.00,8.82,-11.29,531168,Refractories
10.,SP Refractories,142.00,14.28,25.41,3.37,29.33,-3.16,19.75,69.42,0.00,0.00,,62.63,0.00,8.28,3.80,SPRL,Refractories
11.,Refractory,63.00,28.38,137.34,22.73,35.19,10.10,86.39,72.48,2.33,0.65,,77.74,0.00,16.21,-26.40,REFRACTORY,Refractories
11.,Refractory,63.00,28.38,137.34,22.73,35.19,10.10,86.39,72.48,2.33,0.65,,77.74,0.00,16.21,-26.40,REFRACTORY,Refractories
11.,Refractory,63.00,28.38,137.34,22.73,35.19,10.10,86.39,72.48,2.33,0.65,,77.74,0.00,16.21,-26.40,REFRACTORY,Refractories
11.,Refractory,63.00,28.38,137.34,22.73,35.19,10.10,86.39,72.48,2.33,0.65,,77.74,0.00,16.21,-26.40,REFRACTORY,Refractories
1.,Euro Asia Export,90.66,59.29,14.23,3733.33,2000.00,4828.57,2000.00,2.95,0.00,0.00,10533.57,0.00,-13.23,,233.55,530929,Retail
2.,Foce India,1780.00,49.54,870.94,30.99,32.69,-37.54,-36.01,73.63,0.00,0.00,,1.11,0.00,214.50,13.56,FOCE,Retail
3.,Sumuka Agro,257.65,49.38,183.13,29.90,-10.13,14.37,273.68,27.71,0.00,12.89,30.34,1.66,0.00,,27.65,532070,Retail
4.,Shankara Build.,728.65,24.14,1766.96,22.08,-17.41,8.11,16.31,49.25,5.03,5.69,16.66,1.93,0.00,3.02,33.56,SHANKARA,Retail
5.,Medplus Health,848.05,76.72,10150.61,8.32,234.57,-0.93,18.53,40.34,26.19,15.61,13.69,3.27,-0.04,3.18,13.01,MEDPLUS,Retail
6.,Vishal Mega Mart,126.20,91.80,58019.60,23.15,88.03,-18.75,-56.19,74.55,12.22,7.03,,5.26,-1.47,4.16,22.45,VMM,Retail
7.,Entero Healthcar,1483.05,71.61,6452.44,36.91,275.22,4.48,13.10,52.42,9.63,19.92,27.38,6.39,-0.02,4.96,21.14,ENTERO,Retail
8.,HP Telecom,127.60,17.68,152.03,,,,,73.40,0.00,0.00,,7.54,,,,HPTL,Retail
9.,Purple United,234.75,46.80,225.59,,,,,63.82,1.78,0.00,,9.01,0.00,3.05,65.85,PURPLEUTED,Retail
10.,Cartrade Tech,1684.75,59.51,7992.08,16.68,98.08,-3.81,1.27,0.00,15.36,60.96,32.83,10.81,0.00,17.99,7.65,CARTRADE,Retail
11.,Banganga Paper,79.90,509.09,957.10,18527.27,10100.00,-1.11,31.58,71.09,0.00,0.00,,11.49,0.00,6.04,-5.45,512025,Retail
12.,Vaxfab Enterp.,13.02,,10.94,2258.42,3888.24,319.96,178.25,0.00,0.00,0.00,1870.76,12.03,0.00,,14.73,542803,Retail
13.,V2 Retail,1840.00,93.44,6364.43,58.11,111.21,55.51,2127.09,54.24,6.70,1.31,58.45,12.26,-0.06,4.89,7.83,V2RETAIL,Retail
14.,Logica Infoway,239.50,46.87,409.64,1.52,24.62,-7.56,-41.09,73.59,0.00,0.00,,13.85,2.63,1.78,5.74,543746,Retail
15.,White Organic Re,5.63,,18.42,,23.81,,-100.30,35.45,0.00,1.10,,18.41,0.00,,28.54,542667,Retail
16.,Ethos Ltd,2769.60,70.42,6780.11,23.29,8.18,-15.84,-22.86,50.58,17.85,12.56,25.47,21.43,-0.21,6.80,13.01,ETHOSLTD,Retail
17.,Aditya Bir. Fas.,281.50,,34349.55,3.31,45.60,18.14,80.27,46.58,14.65,22.20,10.05,21.78,-2.66,0.85,13.47,ABFRL,Retail
18.,Leo Dryfruits,58.00,15.62,103.77,,,,,38.11,2.54,4.71,,22.36,-14.10,,7.08,544329,Retail
19.,Hit Kit Global,1.25,16.11,5.80,200.00,,-50.00,-86.21,0.00,0.00,0.00,330.91,22.84,0.00,,-19.35,532359,Retail
20.,V-Mart Retail,3443.50,315.90,6833.04,16.67,111.28,-24.02,-74.16,44.28,32.93,17.48,16.84,23.82,-0.01,0.93,7.17,VMART,Retail
21.,Avenue Super.,4124.15,99.13,268372.10,16.86,-2.19,-6.89,-23.88,74.65,9.08,8.18,16.89,24.81,0.00,38.99,10.61,DMART,Retail
22.,Aditya Vision,428.15,52.25,5508.74,29.55,103.57,-4.28,-34.02,53.23,9.87,16.64,30.06,25.53,0.00,3.26,5.07,AVL,Retail
23.,Bizotic Commer.,112.85,24.99,90.73,104.57,68.75,15.97,-40.79,70.00,0.00,0.00,,25.61,0.00,6.81,41.99,543926,Retail
24.,Magson Retail,118.30,43.60,92.87,-7.11,-75.56,-2.87,-88.48,70.06,0.00,0.00,,28.78,0.00,3.91,20.10,MAGSON,Retail
25.,Saptak Chem &,3.34,,3.58,,-166.67,,,16.31,3.00,0.00,,30.42,0.00,,-6.21,506906,Retail
26.,Vintage Coffee,98.99,30.30,1216.40,148.03,263.72,19.27,25.52,38.68,1.92,3.29,136.17,30.92,-1.38,11.50,-2.97,VINCOFE,Retail
27.,Jetmall Spices,10.00,598.99,5.99,-35.71,-300.00,-52.00,-166.67,20.11,0.00,0.00,,31.79,0.00,,0.51,543286,Retail
28.,JHS Svend.Retail,40.00,226.86,27.21,26.76,244.44,-5.07,164.58,44.86,0.00,0.00,24.64,31.97,2.54,2.43,23.01,RETAIL,Retail
29.,Baazar Style,290.70,106.74,2169.14,54.56,0.16,-16.10,-121.04,45.57,11.15,2.53,40.61,32.58,0.01,0.57,57.24,STYLEBAAZA,Retail
30.,Trent,5583.85,129.35,198498.86,27.88,18.57,-9.44,-37.25,37.01,17.20,19.65,39.19,33.09,0.00,12.08,8.99,TRENT,Retail
31.,Bhatia Communic.,23.38,21.10,292.58,8.58,43.78,18.16,-2.19,73.88,0.00,0.08,10.89,35.06,0.00,7.94,-1.84,540956,Retail
32.,7NR Retail Ltd,5.32,45.16,14.91,1392.00,665.22,2884.00,1200.00,10.96,0.00,0.00,957.38,35.90,0.00,5.74,27.57,540615,Retail
33.,Sonalis Consumer,62.20,11.73,31.08,9549.21,951.72,32.41,1272.22,39.69,0.00,0.00,,36.49,1.10,332.00,11.13,543924,Retail
34.,Future Enterp.,0.60,,42.59,-97.55,-118.40,-27.35,-1418.86,,,,-85.83,36.84,,-419.74,1.72,FEL,Retail
35.,Sai Silks,126.00,19.20,1932.42,17.29,43.90,29.15,93.61,60.87,15.74,3.17,7.46,38.08,0.07,7.40,-22.77,KALAMANDIR,Retail
36.,Heads UP Venture,11.05,17.56,24.41,693.75,156.12,746.67,323.08,13.56,0.22,0.42,,38.58,0.00,,18.08,HEADSUP,Retail
37.,Future Lifestyle,1.79,,36.12,-78.68,96.27,-34.91,94.46,,,,3.32,39.32,,0.86,-4.79,FLFL,Retail
38.,Credo Brands,137.55,14.58,898.34,3.58,17.45,-16.19,-30.80,55.06,4.42,0.26,5.66,39.74,0.42,4.70,10.35,MUFTI,Retail
39.,Yamuna Syndicate,39355.00,9.49,1209.63,3.24,-65.49,-1.45,-77.00,74.87,0.01,0.00,-0.92,41.26,0.00,,18.18,540980,Retail
40.,Natural Biocon,10.60,44.81,27.32,-40.74,212.50,-73.00,25.00,9.36,0.00,0.00,779.46,42.08,0.00,,-26.45,543207,Retail
41.,White Organic,5.40,118.15,18.91,-67.38,-144.44,-58.70,-121.05,25.50,0.00,0.00,-33.63,42.43,0.00,,-2.77,513713,Retail
42.,Redtape,139.40,45.38,7706.14,7.61,20.14,59.83,191.46,71.80,10.25,3.53,19.43,43.21,0.00,8.79,-11.54,REDTAPE,Retail
43.,Integ. Proteins,44.10,270.17,16.21,,-12.50,,333.33,13.04,0.00,0.00,,43.66,-9.36,,-34.18,519606,Retail
44.,Future Ent. DVR,3.85,,15.16,22.43,-90.68,4.57,-40.83,,,,,43.71,,1.06,-19.24,FELDVR,Retail
45.,Landmark Cars,438.60,74.04,1814.70,24.58,-39.10,31.72,3373.53,51.56,13.61,9.85,16.59,43.77,-0.01,1.82,-3.47,LANDMARK,Retail
46.,Tembo Global,505.95,14.41,561.81,42.58,266.52,0.40,11.87,43.62,0.00,0.01,45.77,44.09,-11.79,5.46,-28.49,TEMBO,Retail
47.,Allcargo Gati,66.83,142.83,982.89,8.54,322.48,-1.81,2212.50,46.09,2.98,2.39,-1.77,44.26,0.00,2.62,-0.72,ACLGATI,Retail
48.,Spencer's Retail,64.16,,578.29,-24.67,15.22,-20.33,-44.51,58.81,1.99,8.74,-14.11,44.64,0.00,-0.67,-7.45,SPENCERS,Retail
49.,Aditya Consumer,57.50,,84.14,4.68,52.32,2.10,32.75,55.24,0.07,1.34,,44.71,0.00,-4.56,45.54,540146,Retail
50.,Shoppers Stop,517.50,523.01,5695.56,1.69,-100.25,-22.87,-96.19,65.52,25.51,3.13,7.32,45.16,-0.02,0.89,-4.05,SHOPERSTOP,Retail
1.,Swan Defence,147.38,,776.43,,-92.53,20.83,2.63,94.91,0.40,0.03,,4.95,0.00,-20.23,178.23,SWANDEF,Ship Building
2.,Knowledge Marine,1605.30,,1733.88,267.88,969.86,9.78,19.88,60.69,1.92,0.61,,35.41,0.00,6.72,-11.64,KMEW,Ship Building
3.,Hariyana Ship,128.00,66.92,78.99,-100.00,-43.24,,-14.29,74.95,0.00,0.00,-96.33,46.66,0.00,2.13,15.12,526931,Ship Building
4.,Inducto Steel,63.10,,25.34,50.97,-591.67,-27.22,74.01,69.32,0.00,0.00,53.29,53.83,0.00,0.10,24.15,532001,Ship Building
5.,Garware Marine,25.87,59.68,14.92,80.00,200.00,-6.90,-14.29,37.55,0.00,0.00,75.94,54.62,0.00,,-9.59,509563,Ship Building
