S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE,SYMBOL
535,Technocraf.Inds.,1682.5,14.91,3863.3,4.84,-29.76,-1.39,-12.98,74.61,4.05,0.65,1.31,36.93,-140.79,0,19.61,TIIL
536,Sigachi Indust.,60,39.27,1940.86,61.15,63.95,11.87,6.48,45.43,0,1.58,25.79,38.54,-4.33,-3.06,19.6,SIGACHI
537,Data Pattern,2328.35,78.55,13035.03,24.77,52.97,28.81,50.84,42.41,9.15,6.74,19.72,49.67,76.48,0,19.6,DATAPATTNS
538,Mold-Tek Pack.,801,37.16,2661.64,6.87,-12.94,-2.9,-9.5,32.87,19.22,16.03,-1.78,41.9,-17.1,-0.22,19.58,MOLDTKPAC
539,Bata India,1382.7,61.46,17771.5,0.36,-30.3,10.3,70.58,50.16,29.69,7.88,4.07,37.39,-16.81,0,19.56,BATAINDIA
540,Honeywell Auto,37396.8,71.06,33058.77,5.26,20.55,-3.01,4.92,75,11.91,2.91,22.53,47.2,-91.27,0,19.54,HONAUT
541,Pix Transmission,1300.6,22.83,1772.72,14.18,86.38,2.86,6.48,61.82,5.23,0.24,5.18,47.92,-2.48,0,19.54,PIXTRANS
542,Kirl.Pneumatic,702.25,43.19,4547.93,-1.2,6.36,9.44,73.14,38.93,32.3,1.28,-6.56,56.77,-2.56,-0.05,19.53,KIRLPNU
543,Va Tech Wabag,736.8,15.14,4582.19,8.11,4.61,5.92,4.16,19.13,5.85,13.11,-1.8,54.75,2.74,0,19.53,WABAG
544,Granules India,430.75,26.41,10440.03,0.82,1.06,-2.85,23.04,41.96,10.16,18.78,4.61,47,-2.54,0,19.43,GRANULES
545,Navneet Educat.,139.5,24.48,3155.67,-2.08,-69.34,-2.64,-163.17,63.31,12.41,3.54,9.56,41.27,-2.77,0,19.37,NAVNETEDUL
546,Divi's Lab.,3431.45,65.87,91094.22,8.61,16.99,-2.83,2.87,51.92,21.78,14.85,-8.01,37.41,-47.97,-0.01,19.36,DIVISLAB
547,Sundram Fasten.,1039.55,42.46,21843.89,-2.55,9.95,-3.84,-2.71,48.51,18.47,12.51,1.82,41.24,-33.03,0,19.32,SUNDRMFAST
548,Amrutanjan Healt,604.55,39.71,1747.79,19.81,62.93,17.8,154.74,50.59,7.24,0.8,3.71,40.32,-1.74,0,19.31,AMRUTANJAN
549,Sarda Energy,217.1,14.11,7650.2,1.91,-11.11,-7.59,-23.3,72.64,3.85,2.81,-2.52,54.92,-8.05,0,19.31,SARDAEN
550,Macpower CNC,1085.45,59.6,1085.9,24.77,100.86,4.82,14.12,73.17,0.48,0.04,11.74,75.89,15.46,0.01,19.3,MACPOWER
551,20 Microns,145.05,9.69,511.83,13.04,55.56,-12.42,-28.35,44.95,0,0.72,5.57,44.86,-3.34,0,19.27,20MICRONS
552,Sunshield Chem.,810.2,36.77,595.74,27.22,413,-1.2,32.22,62.36,0.01,5.01,8.84,42.88,-17.94,0,19.26,530845
553,Pearl Global Ind,564.7,15.76,2461.15,-1.82,-3.31,-26.71,-13.19,66.23,0.43,5.25,0.28,38.27,-9.73,-0.35,19.24,PGIL
554,Lumax Industries,2312.1,21.9,2161.81,9.03,-13.41,-1.87,-2.55,75,1.42,1.12,11,48.55,-31.73,0,19.22,LUMAXIND
555,Talbros Auto.,239,19.14,1475.3,25.36,65.57,2.43,13.58,58.42,0.05,0.01,21.06,36.56,-9.56,0,19.21,TALBROAUTO
556,Orient Electric,196.4,57.91,4190.51,1.74,-25.28,32.64,31.87,38.31,29.23,5.94,3.27,40.2,-3.4,0,19.21,ORIENTELEC
557,Bhansali Engg.,88.15,14.39,2193.69,-13.9,20.23,-7.13,-16.54,57.47,0.05,1.13,-16.55,38.45,-3.83,0,19.14,BEPL
558,Faze Three,384.4,18.67,934.82,-2.93,-19.78,0.5,-6.08,56.16,0.47,0,-8.88,41.97,-10.27,0,19.12,FAZE3Q
559,Uttam Sug.Mills,336,8.01,1281.5,9.78,66.81,-14.29,178.12,73.18,0,0.3,8.47,43.04,-7.97,0.33,19.11,UTTAMSUGAR
560,InfoBeans Tech.,380.9,51.5,925.53,-8.8,-40.53,-1.96,32.07,74.18,0.01,0.09,-5.36,30.09,-9.81,0,19.11,INFOBEAN
561,Anuh Pharma,241.8,22.31,1211.71,24.05,105.26,15.09,38.18,69.94,0,0,28.63,61.26,8.2,-0.65,19.07,506260
562,3B Blackbio,743.9,20.08,558.53,19.96,26.45,-7.87,12.27,38.43,1.18,3.38,12.24,38.01,-17.03,0,19.06,532067
563,DCM Shriram,887.8,26.83,13844.56,-6.2,-29.7,12.08,645.91,66.52,8.37,3.41,-3.86,37.64,-26.19,0,19.05,DCMSHRIRAM
564,Vertoz Advertis.,713.75,79.91,1282.61,155.93,40.94,46.65,-12.09,48.96,0,9.74,180.99,41.28,2.28,0,19.05,VERTOZ
565,GMR Urban,46.9,,2830.86,-23.81,5,75.75,135.01,59.83,2.73,6.5,-7.78,47.36,-1.6,0,19,GMRP&amp;UI
566,Tarsons Products,411.65,39.61,2190.24,0.77,-37.53,-6.83,-21.33,47.31,2.6,6.83,-4.56,33.31,-19.24,0,18.95,TARSONS
567,ZF Commercial,15359.4,71.92,29121.42,1.23,16.62,-9.58,-4.51,75,15.78,2.01,17.94,56.03,-65.84,0,18.87,ZFCVINDIA
568,Disa India,13500.8,46.96,1963.29,15.69,145.73,-24.13,-30.81,74.82,8.02,0.02,20.99,32.94,-342.62,0,18.87,500068
569,Dharmaj Crop,235.55,17.84,796.1,22.11,6.18,-51.15,-74.64,70.4,0,4.35,11.75,51.73,-5.61,0,18.87,DHARMAJ
570,Eldeco Housing,770.05,20.43,757.19,-27.87,-22.59,26.67,26.48,54.83,0.18,0.17,-3.55,46.7,-12.94,0,18.84,ELDEHSG
571,Honda India,2217.6,24.19,2248.65,-22.27,-11.36,-7.45,-9.2,66.67,14.82,1.59,-12.83,37.88,-34.79,0,18.83,HONDAPOWER
572,ITD Cem,319.3,24.72,5485.18,52.01,114.65,25.26,46.4,46.64,1.94,13.9,53.69,49.97,-5.78,0,18.82,ITDCEM
573,Intellect Design,1097.45,44.3,15012.72,15.99,35.92,2.47,19.82,30.38,3.84,25.09,18.05,56.35,41.32,-0.04,18.8,INTELLECT
574,Shreyas Shipping,260.1,,571.18,-37.56,-143.28,42.58,44.69,70.44,0,0.1,-48.93,48.34,-7.3,0,18.79,SHREYAS
575,Arman Financial,1905,11.73,1864.49,63.78,91.08,5.26,2.89,23.72,7.66,6.64,80.16,39.18,-108.47,-2.86,18.74,ARMANFIN
576,NCC,236.8,22.13,14867.41,34.54,39.92,11.45,167.04,22,10.52,23.89,37.24,51.78,2.93,0,18.69,NCC
577,CARE Ratings,1127.4,35.03,3364.72,26.6,47.08,-18.42,-33.03,0,26.32,21.67,19.53,52.55,4.72,0,18.66,CARERATING
578,Dr Agarwal's Eye,3086.2,30.7,1450.51,19.09,86.56,-9.13,-25.02,71.89,0,0.63,20.35,45.1,-24.2,0,18.6,526783
579,Supriya Lifesci.,340.8,22.78,2742.85,33.22,212.92,-0.02,24.75,68.3,5.39,4.56,16.37,51.74,0.28,0,18.56,SUPRIYA
580,NDTV,217.4,,1401.69,-7.04,-173.97,2.51,-283.06,69.71,0,0.13,-19.5,34.83,-11.48,0,18.55,NDTV
581,Veefin Solutions,304.5,160.6,687.35,,,,,39.84,1.16,0.05,,49.88,-11.34,0,18.55,543931
582,Ramkrishna Forg.,681.85,39,12326.22,36.05,42.3,7.77,5.67,43.14,3.62,23.59,26.92,45.49,-22.62,-4.28,18.53,RKFORGE
583,Globus Spirits,714.3,15.57,2058.78,16.05,65.27,21.22,241.04,50.98,1.63,4.65,15.57,30.44,-20.29,-0.04,18.51,GLOBUSSPR
584,Finolex Cables,889.8,24.3,13608.54,6.2,-5.28,2.88,-22.76,35.92,15.93,11.06,9.16,38.49,-37.1,0,18.51,FINCABLES
585,Allcargo Logist.,72.55,51.42,7130.08,-22.18,-98.12,-2.88,7.23,69.92,2.91,10.95,-33.81,46.44,-2.55,0,18.49,ALLCARGO
586,Bajaj Electrical,927.45,59.87,10683.86,-6.06,-41.25,10.43,13.4,62.85,12.11,10.41,-4.6,36.73,-18.75,0,18.48,BAJAJELEC
587,Rossari Biotech,686.35,30.2,3791.81,19.14,33.92,-4.07,4.37,68.33,18.06,4.14,5.77,34.19,-16.4,-0.02,18.45,ROSSARI
588,Vijaya Diagnost.,630.9,56.46,6456.99,17.3,67.18,-4.44,-22.55,54.87,19.82,19.95,13.27,51.14,-7.27,-0.03,18.45,VIJAYA
589,Aether Industri.,802.4,82.2,10635.83,-7.04,-31.99,-5.37,-49.58,81.79,11.79,1.97,9.56,36.01,-14.73,-0.02,18.44,AETHER
590,Devyani Intl.,155.2,134.82,18714.93,6.64,-93.56,2.89,-85.85,62.74,8.52,12.47,15.79,46.27,-3.04,0,18.43,DEVYANI
591,Sandur Manganese,381.35,24.74,6179.2,-60.55,-76.7,-17.2,-63.53,74.22,1.41,0.59,-35.09,44.49,-27.24,-0.03,18.42,SANDUMA
592,Saint-Gob. Sekur,118.1,33.54,1076.01,11.96,11.23,-3.09,-5.08,75,0,0.29,9.75,40.56,-4.52,0,18.4,515043
593,Krishival Foods,251,59.16,559.61,105.82,1450,13.77,16.48,37.19,0,11.55,,46.5,-4.81,-4.69,18.39,KRISHIVAL
594,Pudumjee Paper,68,9.03,645.66,12.01,149.49,4.49,80.61,71.31,0.01,0.43,1.82,52.26,-0.84,0,18.38,PDMJEPAPER
595,Birla Cable,238.05,21.02,714.15,-18.89,-54.94,-7.29,-29.43,66.36,0.01,0,13.81,38.3,-14.32,0,18.35,BIRLACABLE
596,Poly Medicure,1555.55,60.02,14928.72,19.23,30.01,0.68,4.55,53.16,5.46,14.1,22.52,54.25,-12.35,0,18.34,POLYMED
597,Sportking India,801.9,13.01,1018.99,16.73,-23.5,-4.72,-11.03,74.36,0,0,3.19,48.57,-7.89,0,18.32,SPORTKING
598,CIE Automotive,445.55,21.19,16902.49,-0.29,20.95,-1.71,-55,65.7,15.98,5.63,6.5,47.37,-10.02,0,18.31,CIEINDIA
599,Avanti Feeds,500.15,19.48,6814.33,13.66,14.25,-1.98,0.69,43.28,8.64,13.47,-1.6,47.84,-1.77,0,18.3,AVANTIFEED
600,Torrent Power,1283.65,33.31,61694.37,-1.19,-47.44,-8.55,-31.04,53.57,21.62,6.13,18.03,65.62,26.75,0,18.3,TORNTPOWER
601,Jai Balaji Inds.,896,24.22,14377.04,0.13,740.56,-0.49,16.4,60.8,0,3.29,11,32.96,-3.3,0.78,18.28,JAIBALAJI
602,Hindustan Foods,484.65,60.51,5464.07,7.45,29.06,7.97,-10.7,64.85,5.96,6.7,6.67,29.26,-11.94,0,18.23,HNDFDS
603,Vibhor Steel,266.05,23.94,504.5,,,,,73.48,4.26,4.74,,29.89,-41.26,,18.21,VSTL
604,Pitti Engg.,746.2,32.02,2391.58,23.4,9.81,1.15,-40.93,59.28,6.56,0.22,1.28,53.02,11.77,0,18.19,PITTIENG
605,Dr Lal Pathlabs,2128.75,53.87,17770.35,10.11,53.98,-10.38,-25.75,54.6,9.27,25.36,8.16,40.94,-97.17,-0.01,18.17,LALPATHLAB
606,KDDL Ltd,2472.1,33.23,3099.3,18.99,13.36,9.57,13.63,50.21,1.67,11.83,28.65,47.27,-69.53,0,18.14,KDDL
607,TTK Prestige,700.15,42.96,9705.06,6.28,6.91,1.22,4.27,70.41,14.61,6.72,-6.22,33.39,-15.76,0,18.14,TTKPRESTIG
608,The Anup Enginee,3182.85,38.48,3159.66,12.22,45.32,-8.19,-7.14,42.91,11.09,0.75,57.81,62.29,19.38,0,18.14,ANUP
609,Jyothy Labs,424.25,44.49,15578.83,10.58,34.87,-7.49,-12.56,62.89,13.85,14.65,12.37,43.39,-15.5,0,18.11,JYOTHYLAB
610,Uno Minda,649.2,48.16,37266.61,20.83,19.43,-2.72,-13.71,68.73,16.91,7.94,22.01,52.04,-7.09,0,18.1,UNOMINDA
611,ICICI Securities,751.2,17.07,24290.28,50.49,65.76,5.9,9.93,74.77,6.35,10.33,31.77,44.11,-12.2,-0.02,18.07,ISEC
612,Kirl. Ferrous,533,22.8,7425.78,-3.27,-34.54,-0.74,28.97,56.5,11.99,1.71,9.51,44.6,-13.64,-0.03,18.05,500245
613,Hindustan Copper,268.85,85.74,25998.44,-28.32,-21.45,4.69,3.6,66.14,13.7,2.05,13.43,51.36,0.04,0,18.04,HINDCOPPER
614,Cipla,1481.25,30.29,119591,13.66,49.26,-1.11,-7.53,33.47,24.05,25.73,13.89,55.27,15.77,0,18.02,CIPLA
615,Guj. Ambuja Exp,160.05,22.65,7341.02,15.22,22.89,16.68,21.29,63.84,1.16,4.09,6.66,25.93,-2.68,0,17.94,GAEL
616,VRL Logistics,570.35,38.93,4988.77,8.09,-63.85,3.85,-30.75,60.24,28.13,2.51,10.91,47.07,-24.89,0,17.94,VRLLOG
617,Radhika Jeweltec,65.3,17.75,770.54,85.02,44.29,64.92,82.85,63.73,0,0.08,84.1,54.13,0.01,0,17.92,RADHIKAJWE
618,Morganite Crucib,1374.35,31.07,769.64,-3.59,13.05,-11.8,-19.74,75,0.02,0,1.95,38.43,-52.65,0,17.84,523160
619,Carysil,963.3,47.15,2583.18,36.4,27.22,14.89,-1.79,43.84,7.31,0.64,12.45,51.42,-2.86,0,17.84,CARYSIL
620,IRM Energy,493.05,35.98,2024.45,-15.02,21.94,2.72,-13.38,50.07,12.58,0.5,,43.82,-15.98,,17.82,IRMENERGY
621,Indian Metals,615.25,8.82,3319.53,9.89,898.1,-1.06,21.95,58.69,0.1,2.93,-1.9,55.99,-5.21,0,17.81,IMFA
622,Mayur Uniquoters,475.8,18.19,2091.26,2.82,12.2,-3.82,3.1,58.52,8.67,2.84,7.29,32.13,-11.65,0,17.8,MAYURUNIQ
623,Rail Vikas,249.85,35.8,52094.23,-6.44,-6.24,-4.58,-9.09,72.84,6.08,2.59,0.88,51.43,-3.49,0,17.8,RVNL
624,Foods & Inns,130.95,15.07,703.23,-25.44,-50.13,-36.71,-72.12,26.21,0.07,0.27,27.32,38.48,-4.48,-2.61,17.76,FOODSIN
625,Wardwizard Inno.,61.71,142.11,1608.74,52.21,66.18,135.62,135.54,68.42,0,0.04,4.76,42.27,-2.49,-2.03,17.73,538970
626,Harsha Engg Intl,381.5,27.54,3473.33,14.33,-5.01,-3.57,1.28,74.61,8.14,1.61,-0.26,40,-4.84,0,17.73,HARSHA
627,Go Fashion (I),1091.1,69.74,5892.92,15.16,-3.74,7.03,16.77,52.78,31.02,12.05,19.42,48.68,-25.78,0,17.71,GOCOLORS
628,Wipro,487.1,22.55,254509.39,-4.41,-11.75,-1.38,1.25,72.9,8.05,6.81,3.27,38.16,1.64,-0.03,17.7,WIPRO
629,Rane Brake Lin.,751.45,15.74,580.86,7.12,10.36,3.94,5.53,70.93,3.67,0.34,8.77,49.92,-29.93,0,17.69,RBL
630,Vinyas Innovativ,640,80.87,805.42,,,13.59,30.56,29.38,,,,53.35,-4.32,,17.68,VINYAS
631,Natco Pharma,952.05,13.34,17052.16,54.03,241.41,-26.45,-42.36,49.71,11.26,13.72,68.52,48.25,12.47,0,17.67,NATCOPHARM
632,Servotech Power,83.05,126.69,1766.09,-39.81,-69.64,-26.03,-63.79,60.6,0,4.74,79.23,43.92,-2.54,0,17.67,SERVOTECH
633,Bikaji Foods,489.85,63.93,12264.97,22,30.07,2.56,-19.93,75.18,13.96,6.89,14.34,37.19,-12.75,-0.03,17.67,BIKAJI
634,Haldyn Glass,146.7,32.36,788.54,7.51,0.7,105.08,99.65,58.14,1.17,0,3.23,42.52,-2.11,0,17.59,515147
635,Titagarh Rail,885.9,46.73,11930.75,24.57,135.78,2.06,5.99,42.46,12.27,20.04,80.11,45.5,-35,-2.51,17.58,TITAGARH
636,Vidhi Specialty,466.85,66.87,2331.68,-27.13,11.2,-21.43,-6.05,64.27,0,0.07,-31.63,61.55,5.33,0,17.57,VIDHIING
637,Saregama India,365.05,37.65,7045.81,12.27,-1.36,18.51,9.09,59.09,2.62,16.81,4.99,44.86,-3.52,0,17.55,SAREGAMA
638,Triven.Engg.Ind.,318.15,16.41,6964.24,-10.36,-6.71,-6.93,372,60.98,8.47,4.42,12.02,42.51,-5.21,0,17.53,TRIVENI
639,Sky Gold,1000.4,40.09,1321.11,72.17,40.85,16.28,22.83,61.47,0.11,0.17,39.48,44.91,-28.67,-12.08,17.51,SKYGOLD
640,Indiamart Inter.,2674.55,47.05,16041.72,21.32,12.25,3.81,10.49,49.21,8.23,24.16,24.12,54.25,-12.66,0,17.47,INDIAMART
641,Ethos Ltd,2643.05,85.88,6470.3,22.43,25.62,20.07,40.13,57.89,12.17,10.41,28.99,53.68,28.57,-5.93,17.43,ETHOSLTD
642,Bosch,30178.7,52.85,89007.97,14.9,48.23,1.82,-48.13,70.54,17.28,3.68,16.9,66.63,951.16,0,17.39,BOSCHLTD
643,Kennametal India,2363.6,68.08,5194.78,-1.46,13.7,5,45.61,75,13.17,0.98,0.8,53.04,-30.74,0,17.38,505890
644,Metropolis Healt,1601.95,65.77,8206.29,1.98,-24.13,-5.63,-23.47,49.74,20.73,21.66,-0.88,44.41,-15.57,-0.01,17.38,METROPOLIS
645,Indoco Remedies,334.8,29.03,3085.19,15.09,-24.69,-4.63,-55.85,58.74,19.56,1.69,9.05,43.02,-8.23,0,17.37,INDOCO
646,J Kumar Infra,624.25,15.6,4723.42,14.72,16.26,10.37,12.53,46.64,16.64,8.7,9.93,51.01,-6.88,0,17.36,JKIL
647,Indo Amines,115.15,16.02,814.08,-8.18,-7.59,-23.36,-19.36,66.76,0,0.1,0.6,34.96,-9.98,-0.11,17.35,INDOAMIN
648,Manoj Vaibhav,262.75,17.93,1283.47,-2.85,-24.07,-23.27,-14.44,74.27,1.66,8.64,,58.98,-20.02,0,17.35,MVGJL
649,PG Electroplast,1646.95,40.62,4286.39,15.77,39.59,15.52,55.05,53.59,12.36,10.77,37.63,40.9,-80.02,0,17.33,PGEL
650,Zen Technologies,883,65.44,7421.11,197.84,414.12,53.18,82.64,55.07,3.09,4.65,268.4,52.11,20.06,-2.38,17.28,ZENTEC
651,Sat Industries,92.5,4.01,1046.04,2.06,27.23,-13.68,-91.59,51.59,0,0.75,5.47,38.26,-5.89,0,17.28,SATINDLTD
652,Protean eGov,1016.8,38.23,4112.62,15.77,-46.77,-13.61,-54.17,0,51.04,10.64,,37.41,-61.71,,17.23,544021
653,Birlasoft Ltd,730.9,36.28,20168.27,9.91,1084.47,2.52,11.01,40.95,20.16,21.25,10.12,41.22,-15.28,-0.02,17.18,BSOFT
654,Speciality Rest.,177.4,11.93,853.25,5.57,-9.9,11.86,156.08,50.28,1.6,0.47,8.85,31.28,-13.26,-0.56,17.15,SPECIALITY
655,Kaveri Seed Co.,631.4,12.48,3530.9,-0.95,-70.94,-16.75,-20.76,59.9,4.58,17.69,5.79,39.16,-2.89,0,17.11,KSCL
656,Astra Microwave,557.3,65.99,5291.29,4.87,56.72,21.51,44.5,6.54,14.79,2.94,3.09,41.61,-14.93,0,17.09,ASTRAMICRO
657,L T Foods,194.4,11.79,6750.6,9.18,58.69,-1.82,-2.94,51,5.12,5.73,13.36,59.79,-4.06,0,17.09,LTFOODS
658,Global Health,1280.55,76.1,34378.59,19.92,53.26,-1.34,-1.29,33.05,11.15,11.36,25.74,54.41,-14.74,-0.01,17.09,MEDANTA
659,Sasken Technol.,1548.9,29.71,2335.42,-21.45,-43.2,-5.92,-1.83,43.44,1.09,18.52,-11.07,48.01,-13.98,0.06,17.08,SASKEN
660,Albert David,1098.05,9.47,626.99,18.39,77.44,-5.26,-7.78,62.04,1.67,0.7,6.63,40.25,-54.64,0,17.04,ALBERTDAVD
661,Ram Ratna Wires,261.4,23.24,1150.16,14.04,-6.56,-7.75,-18.28,73.04,0.01,0.07,13.7,40.44,-9.54,0,17,RAMRAT
662,Hariom Pipe,479.1,24.14,1382.93,127.92,-3.35,-7.33,-33.63,58.28,0,6.68,111.52,37.86,-23.25,-2.63,17,HARIOMPIPE
663,Cosmo First,529.2,17.67,1389.14,-14.37,-75.1,-5.85,-47.29,45.04,0.76,3.45,-15.93,53.07,-20.19,0,16.98,COSMOFIRST
664,ADF Foods,192.15,32.56,2111.03,5.21,3.08,4.04,27.86,36.28,8.01,9.57,12.71,47.37,-1.54,-0.01,16.96,ADFFOODS
665,Donear Inds.,100.25,19.07,521.3,-1.76,-38.47,21.41,45.62,74.56,0,0,0.95,48.14,-1.33,0,16.95,DONEAR
666,PCBL Ltd,262.55,20.57,9910.28,21.52,52.4,11.44,20.48,51.41,6.25,7.12,5.86,45.81,-13.02,0,16.92,PCBL
667,Rushil Decor,313.4,17.45,831.82,1.34,11.05,4.16,7.68,56.39,0.01,1.17,1,44.13,-13.27,0,16.91,RUSHIL
668,Capacit'e Infra.,275.75,25.9,2332.96,8.4,29.23,14.01,49.02,34.68,9.74,10.08,6.59,59.09,-4.23,-0.99,16.9,CAPACITE
669,One Point One,49.6,54.83,969.37,19.33,178.97,4.81,0.67,62.67,1.24,1.12,10.44,37.95,-2.99,-5.12,16.86,ONEPOINT
670,Nava,480.8,7.66,6976.44,5.67,3.92,0.86,140.66,48.84,0.08,9.18,4.7,46.7,-1.42,0,16.83,NAVA
671,Thangamayil Jew.,1208.65,26.31,3316.43,20.33,103.34,-9.82,233.73,67.31,11.4,0.74,21.08,39.52,-37.82,0.15,16.82,THANGAMAYL
672,Marathon Nextgen,489.95,17.55,2507.14,-24.43,-36.32,63.07,47.13,73.68,0.07,1.56,22.7,56.42,14.09,0.23,16.82,MARATHON
673,Star Cement,232.3,30.93,9389.11,5.54,39.06,11.3,80.77,66.48,6.02,1.05,7.98,72.43,2.45,-0.07,16.8,STARCEMENT
674,Updater Services,323.7,41.84,2167.12,17.33,332.42,5.99,123.75,58.74,15.26,7.26,,44.14,-5.94,0.27,16.8,UDS
675,Kovai Medical,3755.05,25.98,4108.02,21.43,70.52,6.07,22.32,56.43,2.09,2.24,19.77,53.89,1.78,0,16.79,523323
676,ERIS Lifescience,842.95,30.26,11466.5,14.89,1.23,-3.76,-17.05,54.9,14.55,13.13,17.66,41.19,-9.04,0,16.73,ERIS
677,Avalon Tech,494.6,74.41,3247.13,-7.92,14.83,6.61,-9.62,50.97,17.07,5.7,8.07,43.47,-3.41,-0.12,16.72,AVALON
678,Latent View,467.8,65.25,9632.19,13.99,-11.34,6.43,36.7,65.42,2.45,2.54,18.53,45.16,-9.94,-0.32,16.71,LATENTVIEW
679,JSW Infrast,239.05,67.71,50200.54,17.85,118.17,10.82,-0.9,85.61,4.08,2.43,,50.3,3.11,0,16.71,JSWINFRA
680,NDR Auto Compon.,775.85,24.9,922.69,32.67,50.35,-11.01,-17.25,73.06,0,0.01,66.01,45.36,1.07,0,16.62,NDRAUTO
681,Hind.Construct.,33.9,33.45,5694.24,8.61,127.18,-19.54,6610.71,18.59,9.38,7.84,-3.55,43.98,-1.31,0,16.59,HCC
682,NRB Bearings,271.9,24.26,2635.33,2.92,-2.79,-7.38,574.46,50.67,19.69,14.31,12.77,37.51,-15.82,0.04,16.57,NRBBEARING
683,Godrej Consumer,1221.65,66.79,124952.85,1.69,6.1,1.6,34.27,63.21,8.38,22.94,6.86,49.44,4.81,0,16.51,GODREJCP
684,Goodluck India,859.65,22.22,2731.44,24.41,72.55,-0.87,-8.5,54.44,2.16,6.67,13.07,41.98,-44.2,-4.29,16.49,GOODLUCK
685,Minda Corp,404.9,34.77,9680.33,9.13,0.44,-2.51,-10.69,64.84,16.81,3.73,8.19,50.54,-4.28,0,16.47,MINDACORP
686,Motisons Jewel,144.75,64.16,1425.01,8.59,17.56,,,66,0.46,7.47,,39.17,-9.71,0,16.46,MOTISONS
687,Sun Pharma.Inds.,1608.9,41.23,386029,10.14,19.23,1.54,7.36,54.48,19.42,17.08,11.93,64.25,26.2,0,16.44,SUNPHARMA
688,Iris Clothings,74.95,55.78,611.37,15.38,151.9,-26.99,-45.63,70.94,0,0,8.93,43.61,-1.78,0,16.38,IRISDOREME
689,Ashapura Minech.,348.9,14.53,3191.95,33.27,-5.68,28.7,-6.83,45.33,0.18,17.56,119.53,44.77,-16.8,0,16.32,ASHAPURMIN
690,Delta Corp,120.2,14.43,3218.61,-15.23,-59.35,-14.36,-50.24,33.26,12.18,1.56,-0.09,33.71,-4.55,0,16.29,DELTACORP
691,Bharat Wire,278.15,20.91,1892.59,8.95,39.6,-1.19,7.85,39.83,2.63,1.39,13.86,38.99,-13.96,0,16.25,BHARATWIRE
692,B&B Triplewall,264.35,26.79,542.21,7.11,-4.49,-4.36,-21.44,71.43,0,0,5.25,46.22,-0.71,0,16.24,BBTCL
693,Dodla Dairy,830.95,34.71,4943.55,10.57,16.78,-2.72,-5.21,62.21,16.9,11.34,14.58,35.45,-30.4,0,16.21,DODLA
694,Jubilant Food.,452.45,135.48,29854.7,3.48,-18.23,0.69,-32.4,41.94,21.94,27.75,5.69,43.42,-13.31,0,16.19,JUBLFOOD
695,Meghmani Organi.,81.85,,2081.56,-35.98,-557.84,-7.12,-149.22,49.32,0.26,1.3,-37.31,43.54,-1.32,0,16.13,MOL
696,Aarti Pharma,460.55,21.46,4173.78,-4.86,10.65,2.02,1.85,46.46,9.91,8.17,-3.84,44.48,-16.63,0.16,16.12,AARTIPHARM
697,Amines & Plast.,163.65,25.41,900.4,9.11,100.81,11.35,8.69,73.17,0,0,9.61,41.84,-8.33,0,16.1,AMNPLST
698,Chambal Fert.,343.85,10.82,13776.43,-47.58,41.83,-19.25,20.59,60.71,6.68,13.9,-26.77,43.54,-4.02,0.15,16.05,CHAMBLFERT
699,Oberoi Realty,1446.85,32.5,52607.79,-35.34,-48.74,-13.45,-21.15,67.7,12.05,17.41,17.39,65.18,-0.36,0,16.03,OBEROIRLTY
700,Railtel Corpn.,360.25,53.21,11561.81,47.11,94.49,11.55,-8.82,72.84,3.39,1.45,43.23,43.76,-8.84,0,16.03,RAILTEL
701,Jubilant Ingrev.,459.9,35.57,7325.34,-16.57,-57.87,-5.25,-32.93,51.47,11.17,6.35,-14.24,50.83,-5.7,0,16.01,JUBLINGREA
702,Marine Electric.,90.45,55.54,1171.92,6.8,-37.68,2.39,4.24,72.87,0,0,41.03,39.28,-3.32,-0.34,15.99,MARINE
703,Manaksia,102.75,6.21,673.53,-47.35,-30.17,-23.37,-27.35,74.93,0,1.73,-24.73,35.2,-5.27,0,15.98,MANAKSIA
704,Andhra Sugars,96.05,15.79,1301.82,-19.33,-78.89,-12.91,-55.81,47.08,0,3.28,-15.89,33.63,-3.19,0,15.97,ANDHRSUGAR
705,Crompton Gr. Con,269.35,40.08,17322.09,11.64,0.23,-5.03,-15.29,0,47.75,35.58,8.11,32.72,-5.14,0,15.97,CROMPTON
706,Azad Engineering,1331.75,925.07,7872.37,49.21,338.64,7.71,-13.62,65.9,5.71,4.68,,64.46,68.28,,15.97,AZAD
707,Matrimony.com,509.8,23.06,1134.84,6.23,-4.22,-3.57,-11.33,51.59,11.81,25.55,5.5,40.49,-5.07,0,15.96,MATRIMONY
708,Aegis Logistics,389.6,26.62,13674.96,-10.23,3.82,51.71,1.47,58.1,5.08,17.97,-10.76,44.89,-2.55,0,15.9,AEGISCHEM
709,VST Till. Tract.,3381.95,23.09,2921.85,-20.46,-12.76,-38.98,-53.5,55.57,16.61,2.02,17.95,65.2,-46.4,0,15.89,VSTTILLERS
