SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE
NAVKARCORP,1462,Transport Services,Services,Services,FALSE,292.91,1464.55,17.56,-127.59,23.54,-801.42,70.45,0,0.79,-1.76,45.51,-4.04,0,3
INDNIPPON,1457,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,27.03,1434.88,14.51,-10.91,-5.71,-31.13,70.37,0,0.15,6.24,41.55,-10.67,0,11.34
DWARKESH,1451,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,13.52,1452.75,-18.48,-6.75,-29.76,-4.39,42.09,0.07,3.97,-7.43,37.1,-0.86,0,15.46
SHREDIGCEM,1450,Cement & Cement Products,Construction Materials,Commodities,FALSE,17.98,1446.8,-7.39,208.15,4.25,324.9,55.07,0.7,2.91,10.21,40.58,-2.62,0,22.69
WHEELS,1437,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,32.75,1440.45,12.3,-17.14,-5.72,175.16,58.31,18.32,0.19,8.22,43.99,-16.17,0,10.79
BUTTERFLY,1430,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,49.85,1431.65,-4.22,-118.4,-22.74,-114.8,75,6.47,0,-9.77,34.56,-36.04,0,30.26
NIITLTD,1429,Other Consumer Services,Consumer Services,Consumer Discretionary,FALSE,82.94,1425.61,-8.6,-6.81,4.63,41.94,34.73,12.69,18.44,-18.95,35.65,-4.13,-0.08,-0.51
STOVEKRAFT,1429,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,56.04,1428.5,11.42,-13.22,-4.79,-59.1,55.88,3.02,0.42,4.47,40.72,-5.16,-0.04,12.51
INDIANHUME,1426,Industrial Manufacturing,Capital Goods,Industrials,FALSE,28.16,1407.13,-21.3,19.68,-0.09,46.85,72.34,2.21,0.68,-0.9,47.81,0.14,0,11.62
MOTISONS,1425,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,64.16,1425.01,8.59,17.56,,,66,0.46,7.47,,39.17,-9.71,0,16.46
ATL,1424,Transport Infrastructure,Services,Services,FALSE,29.47,1416.43,5.73,14.18,-0.12,22.33,69.92,0.75,7.61,,45.24,-2.76,0,28.26
DHAMPURSUG,1418,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,10.1,1442.27,-32.97,-31.52,-20.63,486,49.08,0.45,6.21,8.52,30.45,-7.86,0,15.22
KAMDHENU,1417,Industrial Products,Capital Goods,Industrials,FALSE,32.19,1420.85,-15.13,-7.32,-16.22,9.43,58.74,0.19,0.58,-3.78,43.52,-2.82,0,23.22
SPAL,1415,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,17.3,1412.34,0.39,32.91,-13.79,-38.41,61.93,19.08,1.39,1.23,42.29,-8.86,0,14.56
SWELECTES,1408,Electrical Equipment,Capital Goods,Industrials,FALSE,52.87,1411.51,147.91,268.07,31.42,12.45,56.37,0,0.04,17.54,46.02,14.34,0,4.41
VASCONEQ,1405,Construction,Construction,Industrials,FALSE,14.01,1410.9,10.33,13.66,29.09,-10.16,31.62,0.14,0.11,19.08,42.27,-4.69,-0.58,11.34
COSMOFIRST,1401,Industrial Products,Capital Goods,Industrials,FALSE,17.67,1389.14,-14.37,-75.1,-5.85,-47.29,45.04,0.76,3.45,-15.93,53.07,-20.19,0,16.98
NDTV,1399,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,,1401.69,-7.04,-173.97,2.51,-283.06,69.71,0,0.13,-19.5,34.83,-11.48,0,18.55
APTECHT,1398,Other Consumer Services,Consumer Services,Consumer Discretionary,FALSE,22.23,1395.6,-14.32,-57.91,-7.94,-40.94,47.36,1.1,1.51,88.02,54.33,-8.57,-0.01,35.09
BIGBLOC,1398,Cement & Cement Products,Construction Materials,Commodities,FALSE,50.63,1397.35,24.12,12.24,4.4,14.63,72.27,0,0,9.55,46.58,-2.95,0,35.67
SHALPAINTS,1385,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,,1381.23,13.01,-86.13,22.44,54.96,31.9,0.06,0,16.12,40.57,-6.73,-8.02,-4
HARIOMPIPE,1380,Industrial Products,Capital Goods,Industrials,FALSE,24.14,1382.93,127.92,-3.35,-7.33,-33.63,58.28,0,6.68,111.52,37.86,-23.25,-2.63,17
SOLARA,1376,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,,1371.28,-36.99,-49534.88,-41.51,-1513.95,30.49,1.75,16.62,4.39,41.61,-7.01,-6.7,1.8
ATULAUTO,1374,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,FALSE,232.15,1372.02,15.94,25.56,0.76,-37.31,42.73,0.41,0.49,23.89,39.6,-15.43,0,4.43
KSOLVES,1368,IT - Software,Information Technology,Information Technology,FALSE,43.06,1370.49,38.81,44.21,8.69,7.02,58.94,0,1.75,47.43,44.2,-16.09,0,171.27
AHL,1367,Finance,Financial Services,Financial Services,FALSE,16.65,1386.03,93.88,55.31,39.45,2.05,71.94,0,11.58,,32.86,-9.85,0,7.91
KUANTUM,1366,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,6.35,1365.24,-14.01,-26.41,1.1,-1.17,70.3,0,0.53,7.12,42.08,-3.3,0,22
ENIL,1359,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,53.02,1347.87,20.15,385.42,36.75,604.12,71.15,4.44,5.77,9.27,45.49,0.28,0,0.58
IGPL,1358,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,19.34,1329.26,-5.84,-159.93,-2.73,-251.19,68.74,1.79,3.42,-3.41,41.89,-14.78,0,21.84
UNIVCABLES,1347,Industrial Products,Capital Goods,Industrials,FALSE,14.47,1457.38,-21.06,-1.84,-5.63,105.67,61.89,5.25,0.34,-7.94,43.35,-19.67,0,12.02
VERANDA,1347,Other Consumer Services,Consumer Services,Consumer Discretionary,FALSE,,1328.25,91.81,-2631.82,-6.64,-992.16,53.63,0.18,2.18,123.54,35.89,-15.58,0.17,-25.24
POKARNA,1342,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,16.26,1342.01,46.11,710.31,-17.47,-35.08,56.66,10.25,4.05,-3.33,32.35,-12.58,0,14.61
NGLFINE,1341,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,36.99,1339.45,21.5,46.14,6.76,-18.87,73.06,0,0.04,12.4,58.84,16.5,0,11.5
ALICON,1337,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,26.27,1325.28,12.08,7.24,6.28,15.37,55.71,9,0.25,4.28,37.41,-26.44,0,12.46
IGARASHI,1335,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,111,1340.84,4.05,16.42,-2.63,6.85,75,1.9,0.86,12.43,33.94,-20.34,0,3.99
SUMMITSEC,1335,Finance,Financial Services,Financial Services,FALSE,20.06,1331.87,522.65,245.52,-66.47,-61.77,74.65,0.21,0.57,176.48,44.41,-23.13,0,0.98
AWHCL,1331,Other Utilities,Utilities,Utilities,FALSE,19.58,1336.23,-0.17,6.67,-3.17,-50.44,46.07,6.08,12.39,3.55,44.2,-12.28,-0.16,15.49
XCHANGING,1329,IT - Software,Information Technology,Information Technology,FALSE,107.34,1324.55,2.71,-151.16,-1.8,-125.6,75,0.29,0.11,1.17,42.14,-3.81,0,9.23
MADRASFERT,1321,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,63.62,1329.08,-41.7,-90.95,44.33,-1642.99,85.27,0.04,0,-28.96,32.84,-5.03,0,27.66
ACLGATI,1321,Transport Services,Services,Services,FALSE,,1320.76,-3.82,-115.53,-3.85,596.83,52.94,1.66,0.75,1.67,34.28,-4.68,-0.02,3.43
SKYGOLD,1321,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,40.09,1321.11,72.17,40.85,16.28,22.83,61.47,0.11,0.17,39.48,44.91,-28.67,-12.08,17.51
SICALLOG,1318,Transport Services,Services,Services,FALSE,,1314.44,-57.26,-21.11,-26.35,209.36,95,0.02,0,-30.81,40.95,-16.9,0,-4.05
GANESHBE,1315,Oil,Oil Gas & Consumable Fuels,Energy,FALSE,22.61,1286.76,20.54,13.19,4.96,6.33,39.01,0,5.17,14.47,49.54,-1.23,-1.95,21.06
ARIHANTSUP,1313,Realty,Realty,Consumer Discretionary,FALSE,27.42,1302.92,3.94,-21.75,9.48,-2.8,74.71,0,0,7.95,44.13,-9.64,0,14.43
ANDHRSUGAR,1297,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,15.79,1301.82,-19.33,-78.89,-12.91,-55.81,47.08,0,3.28,-15.89,33.63,-3.19,0,15.97
JAYBARMARU,1296,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,36.89,1267.07,2.15,-1.96,-10.73,-25.2,59.35,0.03,3.63,0.23,47.85,-4.53,0,11.09
MVGJL,1294,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,17.93,1283.47,-2.85,-24.07,-23.27,-14.44,74.27,1.66,8.64,,58.98,-20.02,0,17.35
VERTOZ,1294,Media,Media Entertainment & Publication,Consumer Discretionary,FALSE,79.91,1282.61,155.93,40.94,46.65,-12.09,48.96,0,9.74,180.99,41.28,2.28,0,19.05
RAJRILTD,1293,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,390.6,1292.89,643.91,189.52,8.75,-46.61,94.13,0.33,0,,36.2,0.96,0,-6.99
UTTAMSUGAR,1283,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,8.01,1281.5,9.78,66.81,-14.29,178.12,73.18,0,0.3,8.47,43.04,-7.97,0.33,19.11
STEELCAS,1281,Industrial Products,Capital Goods,Industrials,FALSE,16.85,1277.45,-24.57,-9.65,-11.12,-6.29,45,0.07,0.08,0.16,47.05,-7.47,0,42.15
SMCGLOBAL,1280,Capital Markets,Financial Services,Financial Services,FALSE,8.93,1276.82,34.57,61.61,9.87,30.44,67.39,0,0.92,21.1,48.13,-0.81,0.02,15.19
MONTECARLO,1279,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,12.82,1281.86,-2.95,-9.41,137.34,484.82,73.17,1.97,1.1,8.63,41.44,-10.94,0,20.37
KITEX,1277,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,32.83,1281.12,140.59,466.91,22.52,12.47,56.66,0,0.84,18.99,32.48,-13.59,0,8.87
AVTNPL,1275,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,22.47,1268.66,11.09,67.74,14.03,93.69,75,0.02,0.02,-5.83,36.44,-2.92,0,25.03
TVTODAY,1272,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,22.64,1263.78,13.57,5.43,22.83,314.81,58.45,12.97,1.46,2.19,33.12,-7.21,0,12.97
DOLPHIN,1265,Oil,Oil Gas & Consumable Fuels,Energy,FALSE,2073.67,1264.94,,118.22,-13.17,-87.25,74.99,1.58,12.82,,65.32,25.27,-19.99,-4.42
JITFINFRA,1262,Other Utilities,Utilities,Utilities,FALSE,492.89,1261.79,93.71,147.86,-6.08,22.3,63.02,0.05,2.42,142.88,44.82,-14.37,0,9.27
OMINFRAL,1258,Construction,Construction,Industrials,FALSE,24.33,1259.12,29.77,-29.67,-2.96,-74.07,69.09,0,0.36,125.59,49.12,-1.39,0,5.23
HITECHGEAR,1247,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,26.34,1247.53,-1.53,483.27,-3.78,-79.35,56.26,0,0,-5.33,70.37,14.21,0,8.13
HIMATSEIDE,1242,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,11.15,1243.06,-1.83,1316.36,-2.14,8.27,47.57,1.05,4.03,4.16,37.47,-8.07,0,3.77
TEXINFRA,1237,Diversified,Diversified,Diversified,FALSE,416.94,1234.13,-3,840,-25.67,-76.81,65.17,0.01,0,-10.08,42.31,-4.57,0,0.71
ZOTA,1233,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,,1236.15,34.2,8.98,3.67,-78.18,66.15,0,0,25.28,46.38,-4.76,-0.01,-2.32
HARDWYN,1228,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,121.89,1242.02,0.98,25.69,-3.52,204.44,43.77,0,0.46,0.46,42.06,-2.29,0,6.83
MANGCHEFER,1224,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,5.61,1221.35,-45.4,-56.7,-54.58,-51.29,60.63,2.12,1.61,143.28,35.14,-5.36,0,13.52
E2E,1223,IT - Services,Information Technology,Information Technology,FALSE,58.6,1223,41.63,154.79,10.62,-3.63,59.71,6.09,1.68,31.97,43.88,-3.15,0,28.63
SURAJEST,1220,Realty,Realty,Consumer Discretionary,FALSE,37.9,1215.49,,,2.45,-2.07,74.95,4.02,7.13,,18.17,-12.94,,22.25
HERANBA,1220,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,26.28,1218.61,8.56,10.13,-29.37,-48.27,74.94,0.23,0,,21.92,-14.57,0,
KOPRAN,1216,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,30.24,1220.93,0.58,127.19,4.15,14.67,44.49,0.14,0.48,7.91,49.34,-2.65,0,8.3
BLISSGVS,1211,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,13.82,1211.27,-2.43,-1.18,-5.27,-32.47,34.97,6.6,15.35,5.09,49.64,-3.38,-0.09,11.75
AGARIND,1210,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,12.21,1215.1,-11.58,9.6,110.5,72.58,57.2,0.14,6.24,0.68,34.9,-46.1,0,23.55
CENTRUM,1209,Finance,Financial Services,Financial Services,FALSE,,1223.14,67.6,38.26,5.12,36.66,38.49,0,0.82,64.82,41.39,-1.21,0,6
GMBREW,1202,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,12.02,1201.38,2.14,-12.81,3.55,1.03,74.43,0,0.3,5.57,64.4,-6.78,0,19.72
LINCOLN,1202,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,13.81,1205.39,9.48,29.75,-6.12,1.41,49.8,0.06,3.22,10.01,41.98,-17.57,-0.73,21.72
DOLATALGO,1202,Capital Markets,Financial Services,Financial Services,FALSE,12.51,1202.96,38.27,39.95,14.32,18.5,74.49,0,0.01,1.23,43.98,-1.64,0,23.15
NACLIND,1195,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,,1187.05,-23.94,-196.19,-37.03,-489.71,63.79,0.96,0.5,0.63,29.08,-3.3,-0.04,15.24
TREL,1192,Transport Services,Services,Services,FALSE,44.8,1186.71,-29.61,165.24,2.69,-91.34,69.92,1.31,7.68,,46.79,-1.67,0,10.9
HESTERBIO,1191,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,64.56,1189.22,-10.62,-64.43,-4.94,-0.5,53.73,0,0.43,23.09,51.13,-22.76,0,9.35
IMPAL,1187,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,15.19,1202.95,-2.13,13.05,2.58,-28.12,30.71,2.49,7.96,0.43,41.58,-25.84,0,6.13
MARINE,1186,Industrial Manufacturing,Capital Goods,Industrials,FALSE,55.54,1171.92,6.8,-37.68,2.39,4.24,72.87,0,0,41.03,39.28,-3.32,-0.34,15.99
STERTOOLS,1182,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,24.38,1184.3,11.61,-2.44,10.36,8.99,65.77,5.68,0.01,20.14,41.66,-8.8,0,13.34
PUNJABCHEM,1180,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,21.62,1175.55,-17.77,-44.17,-11.57,-38.19,39.22,0.15,2.98,-11.6,38.88,-26.29,0,30.93
PAKKA,1179,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,22.84,1180.13,-13.53,-26.79,-5.45,-8.27,47.79,0.05,0.07,14.36,49.51,-9.25,0,28.49
KOKUYOCMLN,1157,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,27.5,1160.01,-2.7,59.14,-13.76,-41.24,74.99,0.04,0.55,14.38,34.08,-5.53,0,12.05
MUFTI,1154,Retailing,Consumer Services,Consumer Discretionary,FALSE,14.9,1158.41,15.05,-19.51,-9.35,-44.26,55.4,10.42,3.56,,31.22,-16.49,0,28.24
DVL,1148,Diversified,Diversified,Diversified,FALSE,5.91,1144.98,57.26,-85.65,32.39,-83.93,75,1.73,0.55,11.6,35.51,-19.06,0,27.98
VALIANTORG,1146,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,32.53,1138.3,-43.54,-141.81,-30.4,-266.11,37.9,0.87,0.69,-26.49,43.29,-12.54,0,14.12
SNOWMAN,1145,Transport Services,Services,Services,FALSE,72.82,1140.38,13.4,13.64,0.02,45.05,44.27,1.04,3.3,30.21,48.48,-1.7,1.27,5.86
NELCAST,1144,Industrial Products,Capital Goods,Industrials,FALSE,28.87,1145.37,-2.04,112.92,-10.6,53.43,74.87,0.48,0.88,5.95,37.05,-7.16,0,9.59
RAMRAT,1140,Electrical Equipment,Capital Goods,Industrials,FALSE,23.24,1150.16,14.04,-6.56,-7.75,-18.28,73.04,0.01,0.07,13.7,40.44,-9.54,0,17
MATRIMONY,1135,Retailing,Consumer Services,Consumer Discretionary,FALSE,23.06,1134.84,6.23,-4.22,-3.57,-11.33,51.59,11.81,25.55,5.5,40.49,-5.07,0,15.96
RML,1132,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,8.58,1123.69,-10.66,-63.78,-14.76,-48.85,72.65,0.63,0,5.98,39.67,-22.49,0,12.16
ROTO,1129,Industrial Products,Capital Goods,Industrials,FALSE,30.08,1127.38,-1,-32.18,-30.46,-50.55,67.26,0,2.69,33.36,43.27,-14.32,0,25.8
SYNCOMF,1128,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,,,,,,,,,,,,,,
CREST,1127,Finance,Financial Services,Financial Services,FALSE,18,1125.76,94.31,32.83,-15.64,-61.77,69.11,0,4.74,68.98,40.14,-6,0,58.63
ALLSEC,1118,Commercial Services & Supplies,Services,Services,FALSE,20.44,1132.18,19.68,55.96,6.61,-30.67,73.39,1.12,0.09,21.76,46.87,-7.5,0,24.91
REPRO,1117,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,FALSE,79.64,1122.12,10.3,31.6,-0.82,107.18,46.87,0,10.32,20.59,47.61,-18.56,-0.12,5.43
DHANBANK,1113,Banks,Financial Services,Financial Services,FALSE,11.93,1105.66,11.39,-85.96,1.26,-86.83,0,0.07,11.89,13.89,46.5,-0.51,0,4.56
ASIANENE,1112,Oil,Oil Gas & Consumable Fuels,Energy,FALSE,205.77,1113.2,228.25,233.81,108.51,1045.83,61.38,0,4.09,125.43,53.05,-9,-1.69,-15.32
COFFEEDAY,1099,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,8.21,1093.23,5.36,117.21,-0.58,169.3,10.53,0,0.79,18.92,38.83,-2.16,0,-6.3
SATIA,1098,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,5.04,1099.5,-10.5,-38.86,16.69,-17.31,52.46,0.08,2.84,19.36,34.07,-5.11,0,20.28
WINDLAS,1098,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,20.99,1104.72,35.51,64.31,6.25,7.63,62.82,11.71,1.35,21.98,52.88,5.75,0,14.08
KABRAEXTRU,1095,Industrial Manufacturing,Capital Goods,Industrials,FALSE,40.85,1093.95,-40.12,-72.4,-32.09,-42.28,60.24,0.01,3.78,0.91,29.89,-18.71,0,15.12
CLSEL,1086,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,8.37,1089.25,13.05,3.28,29.61,47.5,73.86,0.28,1.88,4.65,39.9,-7.32,-0.03,26.18
OAL,1084,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,6423.88,1092.06,-1.01,-31.32,-12.97,7.85,74.17,0.39,0.1,-4.26,40.41,-11.08,0,5.06
GICHSGFIN,1083,Finance,Financial Services,Financial Services,FALSE,7.24,1085.62,-7.02,-45.57,-2.42,18.04,42.41,5.89,3.28,-3.85,38.06,-10.71,0,8.69
KAMOPAINTS,1081,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,151.39,1085.47,13.62,224.85,20.13,18.66,50.33,0,16.83,,41.97,-7.66,0,-6.95
AVADHSUGAR,1079,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,7.13,1083.8,-11.92,22.77,-25.51,-24.56,60.4,0.85,4.18,10.37,34.14,-18.87,0,10.41
URJA,1075,Electrical Equipment,Capital Goods,Industrials,FALSE,436.11,1077.18,15.35,54.1,1.46,4.44,20.32,0,0,-11.89,41.96,-1.2,-2.24,1.55
GULPOLY,1072,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,41.34,1067.78,11.9,-60.76,20.55,107.59,66.72,1.2,0,8.96,36.84,-8.4,0,8.68
INDORAMA,1068,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,,1062.73,5.67,-50.17,-25.35,-1028.96,74.84,3.07,0.16,-8.81,30.6,-3.2,0,3.08
SATINDLTD,1055,Industrial Products,Capital Goods,Industrials,FALSE,4.01,1046.04,2.06,27.23,-13.68,-91.59,51.59,0,0.75,5.47,38.26,-5.89,0,17.28
INDOTECH,1052,Electrical Equipment,Capital Goods,Industrials,FALSE,25.98,1054.73,66.79,178.12,45.57,51.06,75,0,0,49.58,52.92,-6.34,0,20.84
FOCUS,1051,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,31.33,1048.23,-6.9,-5.93,0.82,0.94,56.09,0,0,35.62,27.07,-3.99,-0.71,46.28
RGL,1029,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,14.29,1033.41,-9.45,1.51,48.32,166.38,69.55,0.12,1.66,-8.25,38.7,-1.87,0,9.02
HEUBACHIND,1027,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,23.07,1027.02,-1.22,-4.77,-12.11,-50.43,54.37,1.28,0.31,-3.35,35.45,-24.65,0,10.89
MANALIPETC,1024,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,58.66,1024.26,-13.86,-6.67,-24.17,-72.93,44.86,0.02,0.86,-11.66,32.84,-3.64,0,7.54
SPORTKING,1022,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,13.01,1018.99,16.73,-23.5,-4.72,-11.03,74.36,0,0,3.19,48.57,-7.89,0,18.32
HIRECT,1021,Industrial Manufacturing,Capital Goods,Industrials,FALSE,45.77,1021.67,40.52,235.95,3.52,-61.81,44.08,0.01,5.72,40.05,46.48,3.5,0,5.29
CSLFINANCE,1018,Finance,Financial Services,Financial Services,FALSE,17.9,1014.62,45.37,40.5,18.51,12.82,47.71,1.23,1.48,43.07,52.69,-11.96,0,13.68
ONWARDTEC,1013,IT - Services,Information Technology,Information Technology,FALSE,29.42,1014.5,-1.46,176.02,-5.11,-29.05,38.15,6.15,2.14,18.84,30.56,-29.27,-6.81,10.37
HUBTOWN,1012,Realty,Realty,Consumer Discretionary,FALSE,119.12,975.57,-74.14,-80.89,-44.05,3.17,47.85,0,3.38,-14.14,47.12,-2.95,2.46,4.67
DSSL,1009,IT - Services,Information Technology,Information Technology,FALSE,19.6,1016.02,31.86,72.75,3.13,3.9,61.1,0,0,32.92,50.18,12.91,0,36.51
DLINKINDIA,1005,IT - Hardware,Information Technology,Information Technology,FALSE,11.68,1003.37,5.05,-16.96,-4.66,-3.72,51.02,0.11,0.35,6.71,45.26,-7.23,0,33.78
NAHARSPING,1005,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,,1005.5,36.7,-38.61,4.13,15.5,66.72,0.59,0.22,2.05,40.34,-6.96,0.11,7.48
CREATIVE,1001,Commercial Services & Supplies,Services,Services,FALSE,28.94,993.82,21.26,50.2,18.84,10.42,56.91,1.49,0,50.5,43.36,-22.91,0,23.84
BODALCHEM,1001,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,139.25,1008.2,5.56,-59.67,2.59,-20.97,57.39,0.01,0.3,-19.19,45.76,-0.15,0,5.08
VIMTALABS,994,Healthcare Services,Healthcare,Healthcare,FALSE,25.36,995.57,4.71,-5.02,10.85,59.8,36.98,1.49,2.88,2.88,41.22,-4.35,-0.03,24.29
RAMCOSYS,993,IT - Software,Information Technology,Information Technology,FALSE,,992.88,0.6,48.04,1.13,82.08,51.95,5.94,10.09,6.67,39,-6.79,-0.08,-32.65
KERNEX,992,Transport Services,Services,Services,FALSE,,962.42,3196.15,33.96,945.12,17.84,29.15,0.01,0.01,2547.28,44.21,-17.23,-2.45,-19.94
VISAKAIND,988,Cement & Cement Products,Construction Materials,Commodities,FALSE,172.36,987.61,-3.37,-210.54,0.92,-34.35,48.42,0.02,0.33,-2,45.61,-5.11,0,9.89
ONEPOINT,987,Commercial Services & Supplies,Services,Services,FALSE,54.83,969.37,19.33,178.97,4.81,0.67,62.67,1.24,1.12,10.44,37.95,-2.99,-5.12,16.86
BLAL,982,Finance,Financial Services,Financial Services,FALSE,,981.77,,-180,,0,54.03,11.02,1.17,,45.29,-8.17,0,-17.24
KELLTONTEC,979,IT - Software,Information Technology,Information Technology,FALSE,21.57,977.39,6.31,-50.82,2.02,-50.82,52.11,0,0.44,10.67,45.31,0.04,-0.03,14.3
YUKEN,975,Industrial Products,Capital Goods,Industrials,FALSE,84.64,974.22,23.73,284.08,6.65,39.8,56.16,1.15,0,10.18,51.97,4.86,0,7.5
LIKHITHA,972,Construction,Construction,Industrials,FALSE,15.36,975.99,10.39,3.62,0.64,4.02,70.03,0,0.09,21.03,40.36,-4.68,0,36.15
ROHLTD,968,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,22,979.77,12.99,6.15,22.99,105.08,63.6,0.21,4.79,31.27,44.28,-7.64,0,24.52
WALCHANNAG,967,Industrial Manufacturing,Capital Goods,Industrials,FALSE,,966.74,-23.46,-238.66,-36.46,-129.24,34.84,0.18,0.33,8.6,49.25,-1.93,-0.03,-6.95
SARVESHWAR,954,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,,,,,,,,,,,,,,
GANDHITUBE,952,Industrial Products,Capital Goods,Industrials,FALSE,17.13,902.35,12.28,38.18,-6.16,-0.3,73.53,0,1.49,2.06,46.19,-17.31,0,35.97
MSPL,950,Industrial Products,Capital Goods,Industrials,FALSE,45.48,950.05,18,91.2,15.91,391.46,41.62,3.14,0,11.26,35.77,-0.85,0,1.4
UNIENTER,949,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,23.78,944.49,,95.52,,-100.08,73.78,0,15.74,,40.4,-2.78,0,1.24
EXCELINDUS,948,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,75.5,944.5,-19.15,-85.65,-8.97,49.72,52.6,6.97,0.66,-32.66,37.4,-30.33,0,9.13
ZUARIIND,947,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,107.03,950.47,-54.11,-200.8,-56.91,2297.98,56.81,0.01,1.49,5.68,60.35,5.61,0,10.66
SASTASUNDR,945,Healthcare Services,Healthcare,Healthcare,FALSE,,950.16,33.45,96.07,4.47,73.52,73.92,0.86,0.49,60.59,30.73,-23.62,0,-10.87
FAZE3Q,941,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,18.67,934.82,-2.93,-19.78,0.5,-6.08,56.16,0.47,0,-8.88,41.97,-10.27,0,19.12
